FIPS,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,Teen Birth Rate,% Uninsured,% With Annual Mammogram,% Vaccinated,% Children in Poverty,80th Percentile Income,20th Percentile Income,% Children in Single-Parent Households,Violent Crime Rate,Average Daily PM2.5,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
17063,14.634854758,3.5809083528,4.0445974617,7.3606479276,18.010876954,31.6,8.8,22.7,22.073221377,16,13.570465273,4.5564755936,43,49,7,135680,37070,21.118012422,101.41679259,8.9,13.04919758,87.898268311,44.6
17065,16.52381654,4.11291187,4.5058062541,7.5630252101,21.264354273,28.9,8.4,27.3,23.46867656,2,26.576019778,5.8388416745,40,37,17.4,97912,24259,18.818984547,55.391432792,8.2,7.6134699854,76.951995373,38.4
17067,16.519187045,4.1182866914,4.5276955597,6.4613072878,21.129714331,30.4,7.6,25.9,21.656940079,0,21.258259121,5.8750091797,46,40,18.1,93603,23182,23.931398417,75.6859035,8.6,7.3754152824,85.877957659,35.6
17069,20.703521871,4.7826618183,4.9697912559,8.1818181818,24.891542714,29.4,7.4,26.8,21.162450529,3,23.166023166,7.6710435384,37,20,28.7,100350,23153,15.304606241,206.58646251,8.6,9.3103448276,85.968992248,37.7
17071,16.67956475,4.0972724962,4.6391299264,9.010989011,21.331263708,34.5,8.9,28.4,22.059358845,2,22.421524664,7.0185962807,41,47,16.9,93538,26295,15.421303657,nan,8.4,6.6225165563,83.748079877,35.8
17073,16.388624625,4.0630381601,4.4076975733,7.550744249,20.333396485,32.6,8.5,26.1,23.140104697,8,22.306354241,6.0624886749,45,46,12.5,109932,25454,20.234927044,129.81344912,8.9,8.2791395698,87.086179716,32.3
17075,18.277071998,4.2769740781,4.6046195481,7.635009311,22.004544246,30.4,8,25.7,21.286165164,10,25.158309088,7.3365380128,43,39,15.2,95725,22829,20.854644448,136.36621906,8.5,14.436471085,81.857536403,33.6
17077,19.174031467,4.3927465936,4.679952163,8.8356016418,21.542983723,24.5,6.9,19.8,19.183802742,12,18.759547815,8.1699993401,42,42,28,87967,13562,37.639598713,418.52060212,9.3,20.196324144,78.461347253,21.5
17079,16.817619963,4.1157325219,4.523328216,7.2243346008,21.534642509,23.7,8.1,20,22.437161338,4,17.215937039,6.9251718324,50,37,14.3,99571,19119,16.756513926,nan,8.8,9.5302013423,81.32474701,39.1
17081,19.154074225,4.518312931,4.7166226534,9.4758661534,22.647632379,37.5,7.3,24.8,20.360540083,7,39.650145773,6.5366331096,45,46,23.8,96709,21223,27.449113201,602.70827354,9,13.315841259,81.868516515,18.6
17083,15.624316569,3.902355456,4.3957991473,8.4699453552,20.291359952,31.5,8.6,32.6,22.967404122,9,14.492753623,5.1812865497,45,40,14.4,115417,28467,16.57470757,132.04717889,8.4,10.815402039,86.234778373,45.3
17085,15.50215674,3.7731409744,4.2733302533,6.9192751236,19.448096733,26,8.5,22.7,22.618165362,6,14.05571173,6.5743944637,49,48,12.8,104122,26852,19.340765875,131.11284906,8.5,10.719754977,78.983464863,27.3
17087,19.134079716,4.4326137232,4.6284630129,5.6910569106,22.86583972,23.4,7.2,22.4,21.5016059,5,22.179363549,6.3964386129,39,43,16.8,97671,24165,21.510600707,262.14009454,8.9,10.367892977,84.277395447,45.7
17089,16.341491853,3.7049382423,4.011689206,7.1707210169,15.919135861,28.3,9.1,14.3,20.187106054,50,18.668129655,9.7839431201,41,52,13,148778,35658,19.053687952,165.71738515,8,16.92150287,79.609469303,42.9
17091,19.184545101,4.3101739396,4.625358458,9.0540836435,20.722528145,38,8.1,33,19.811215711,33,22.241773711,6.6202170979,45,49,18.3,112683,23928,30.484195572,317.84175691,8.9,15.221172962,81.876473173,29.5
17093,13.552267267,3.3400511896,3.7959376355,6.6594379687,15.278481324,34.6,9.6,20,23.111961448,10,8.2316207777,5.8828144751,44,55,5.3,157055,50706,14.81043306,104.20369984,9.5,13.314944835,82.900734952,51.7
17095,19.678624669,4.4087606264,4.688817257,7.8542094456,23.286592737,35.4,7.6,28,21.529153971,11,26.796151425,6.55,48,51,24.2,87217,17281,27.224395626,354.78735501,8.7,11.034318398,80.723237348,19.6
17097,14.440630756,3.3113466064,3.8046051989,7.6853132281,14.83954541,25.1,8.9,19.6,21.113013737,77,12.886583641,7.3962727203,44,55,10.3,179152,37206,18.301783233,154.19857244,9.9,15.761169615,76.828089616,46.6
17099,17.726492812,4.0783317527,4.3942722131,7.3802070792,21.799672533,32,8.1,27.1,20.757786386,32,23.758561644,6.3755903324,45,48,18.1,108911,25008,23.903777168,124.61986292,9.1,12.7784027,85.258077226,30.4
17101,20.210373248,4.5510286762,4.6460059931,9.5108695652,23.859400964,29.5,7.7,26.4,21.346416151,6,42.731629393,6.5437959602,39,48,25.4,94752,21674,26.537664133,107.31148948,8.9,9.3301435407,83.48608838,28
17103,16.980007256,3.9447960527,4.3360535359,6.4924114671,21.04947445,34.5,8.5,26,22.039767805,15,21.640977736,5.6296177321,40,45,16.8,104805,25144,19.063742087,141.62216387,9,10.398807305,86.079191017,24.7
17105,18.143859739,4.2509526305,4.5742879571,7.5944895797,21.82278523,29.9,8.4,26.1,21.483887139,11,24.469379478,5.6168987038,51,52,18,105905,23665,31.576913167,183.64480933,8.6,13.386648122,81.566234427,26.7
17107,16.729510593,4.0172650676,4.4724706915,8.9523809524,20.343362233,35.1,8,25.8,21.421841158,12,25.072618866,5.7790966704,51,41,16.3,107799,26885,14.659029891,233.22987495,8.5,7.9927338783,80.304643354,31.8
17109,17.129304656,4.1824866617,4.4593395181,6.993736952,20.281008053,36.3,7.8,23.5,21.106784577,3,8.2308168865,7.3696354407,37,49,23,97921,15685,19.495280293,257.36571194,8.4,14.198606272,75.875368676,17.7
17111,14.002886084,3.5056900062,3.8787146682,6.4734475083,15.989183324,33.2,9,19.5,23.84241667,50,8.2669810946,6.8018625867,42,53,6.6,151259,40915,15.299368099,95.731314112,9.6,13.138192315,83.207311338,48.9
17113,14.276007243,3.7573849487,3.9760942803,8.1403710629,17.20209157,31.4,8.1,21.3,21.404336441,21,10.251358943,5.3399576386,55,58,9.6,133147,24998,21.0245407,287.30394327,7.9,13.205690934,80.794271576,15.9
17115,18.218501308,4.3023907594,4.6038200464,10.009749756,21.183039789,36,7.7,27.6,21.234290112,25,32.451721243,5.7632937341,47,49,21.5,100332,20591,31.81024571,389.60553025,7.8,12.525389303,85.219788635,13.6
17117,16.955353467,4.2473042172,4.5926965153,9.641611164,21.403524078,23.8,8.1,21.8,21.488105209,9,21.39544688,5.8999274027,45,38,18.3,105032,23737,21.47505423,170.07381203,9,11.117064024,84.266996292,43.6
17119,16.263614255,3.9773411054,4.5426251505,8.4850814395,20.552019336,35.9,7.6,27,23.042082352,54,20.965552662,6.0859502151,44,52,14.9,116595,25440,24.878141201,248.72637528,9.9,12.560611712,85.666788921,38.4
17121,19.601165545,4.5608143215,4.822728792,9.2008257151,23.462294138,24.1,7.1,32.7,20.643860411,11,41.076487252,6.7650717864,41,48,22.8,91241,20082,25.811669555,347.06626924,9,12.125,85.588086825,24.5
17123,16.683387673,4.1183874771,4.5393849984,7.9768786127,21.304459944,24.9,8.4,24.3,22.221165837,7,29.411764706,5.9038901602,43,44,13.8,106917,24994,15.323590814,161.11707841,8.7,8.7755102041,83.579512757,47.6
17125,18.644879841,4.4063490208,4.7258993808,7.0974576271,23.224341043,27.5,7.2,24.1,21.565569135,3,29.119561494,6.250597343,44,38,19.6,94908,24368,20.908768193,363.5996364,8.5,10.190555095,79.306469738,43.9
17127,19.827803261,4.6022685929,4.9278923656,8.4095063985,23.760577915,34.7,7.5,30.4,20.353988667,7,35.220994475,6.277173913,45,47,23.9,90535,19253,20.911360799,318.13720513,9,15.529991783,85.737236701,29
17129,14.967733763,3.8250350231,4.3733187895,7.9761904762,19.530548702,27.2,9,21,22.429775207,4,11.623401782,5.1521298174,45,40,12.8,125386,34149,22.531551596,83.766863592,8.4,9.9426386233,83.025889968,45.5
17131,16.11633577,3.9819232578,4.4563006805,7.5564278705,20.799696822,33.8,8.3,22.3,22.781256524,1,20.132117018,5.3428830164,45,46,12.4,102850,28680,16.319857313,95.712098009,8.6,9.4410876133,88.321462169,46.5
17133,12.839066669,3.3466873217,4.0430210987,7.6859160781,16.952175851,32.4,9.2,19.2,23.66488966,4,6.6922967393,3.757909994,53,52,3.8,151125,36515,13.13792201,31.124483111,9.2,10.283553875,85.234335629,52.9
17135,18.716351867,4.3507011917,4.6299041389,8.793849111,22.917732321,30.8,7.8,26.5,21.034475268,8,23.986293547,6.0207278862,45,31,21.6,97264,21110,30.059419783,132.05324958,8.8,10.369381397,86.149389976,32.3
17137,17.858478591,4.3158993432,4.5726327803,9.9017681729,21.772276937,37.9,7.3,29.2,21.701001314,10,21.288062517,5.4546934788,46,44,17.3,95604,21489,29.626168224,169.02598775,8.5,11.658870097,82.546923879,26.3
17139,17.359898858,4.221881114,4.6096252724,6.7732115677,21.931774244,24.4,9.1,22.5,22.657126275,2,17.197452229,8.5665961945,46,47,12.6,104781,28818,11.927611736,nan,8.6,9.7352690009,77.366373721,36.9
17141,16.858462698,4.0864708659,4.3757695609,6.7741935484,20.446333029,36.6,8.5,30.6,22.464441284,12,15.839041096,7.4840183758,39,51,13,111703,29052,17.327421318,71.13422292,9.1,13.106096976,81.476368361,37.7
17143,17.14864139,4.068853317,4.3170908876,9.8447032723,18.945059428,38.6,7.8,22.3,18.823249347,28,33.124011313,6.9488867125,48,52,21.9,109800,21635,32.411550348,523.7788085,7.6,13.654968798,83.104801046,14.4
17145,20.107509869,4.5470855868,4.7429553342,7.1972318339,24.084924504,28.3,7.3,22.9,21.255772485,7,33.203125,5.6052154043,39,34,18.3,93769,20139,34.548611111,131.49401105,9,12.583586626,83.397539456,35.5
17147,13.637121116,3.5373799676,4.163168229,6.2698412698,18.194886886,25,9.3,23.5,23.292474125,4,13.129102845,5.4626617235,51,49,7.5,117422,32748,15.99025974,167.18414139,8.4,6.6666666667,87.601997321,37.6
17149,19.317477189,4.4768042478,4.781331181,6.6361556064,23.658901069,29.2,7.8,24.8,20.731545335,10,29.734970911,7.0504797664,42,22,20.5,94851,20683,21.196725938,94.029149036,8.5,10.407239819,78.230483271,40.1
17151,17.773866033,4.2661985731,4.665858181,10.194174757,22.457449648,25.5,7.5,21.2,22.192348148,2,29.98696219,7.560483871,43,30,23,86853,13702,13.418530351,nan,8.8,7.6219512195,85.208711434,66.1
17153,23.934308085,5.0298407526,5.0178020843,11.23853211,25.315657876,18.5,6.7,18.3,18.310008668,2,37.614678899,7.2449952336,45,37,34,70417,14567,39.552238806,351.09458901,8.9,12.472160356,84.520471116,45.4
17155,15.678584517,3.8957181793,4.3359478484,7.2072072072,20.284858861,26.2,8.9,18.6,23.190844868,5,13.071895425,5.6306306306,47,46,13.6,102652,32062,24.573991031,11.564704522,8.6,7.5819672131,86.452069331,31.4
17157,20.184585056,4.5217106242,4.6180700251,7.509710833,23.943304408,37.9,8.4,22.8,21.554741578,8,30.62869425,5.9510442398,42,31,16.9,96912,25226,22.737520129,97.469107249,8.5,7.9187396352,85.643869378,32.1
17159,17.988338886,4.3366924968,4.6545328389,6.7873303167,21.944666379,22.1,8.2,20,21.484795177,1,33.151059467,6.8948852195,42,49,17.6,94988,22237,19.337016575,333.60354181,8.8,9.8297213622,84.456848433,22.2
17161,17.959420443,4.0749914378,4.3692959043,7.5155229417,20.620980672,34.6,8,22.5,21.433680699,21,29.898280849,6.973018927,51,54,21.2,104139,24065,33.665586843,346.51461194,7.1,13.551985349,83.54758869,17.3
17163,19.046815583,4.2576228585,4.3155513838,10.158897839,19.333933977,36.8,7.3,31.7,19.173754716,60,27.314984071,6.1999574204,42,45,20,114485,22051,35.902045576,615.22031852,10,15.107878788,83.290436086,34.7
17165,20.674752824,4.7539966963,4.9588481957,9.2032967033,24.471089422,27.2,5.8,34.6,19.815203593,4,44.758812616,6.4660518794,36,23,24.6,89843,15707,27.93975671,345.6446599,8.9,12.575452716,84.425293324,33.7
17167,16.027714978,3.8864895511,4.3493018365,10.47110433,19.596427408,34.4,8.1,21.8,21.965470725,20,22.943360077,5.4596047431,46,52,18,119662,25134,34.69165247,814.52151736,7.7,13.403047505,83.281813776,14.7
17169,18.448964065,4.3431759133,4.6016204302,6.5573770492,22.597056027,24.8,7.6,22.1,21.459120646,1,20.363636364,7.1132075472,42,40,16.5,91739,26190,22.622699387,139.74287311,8.2,5.2539404553,76.821651631,29.4
17171,17.284021488,4.2116796212,4.6118067839,7.476635514,22.103843206,25.5,8.7,27.4,22.085621399,1,19.283746556,5.3059152069,53,38,16.8,101000,25148,21.624087591,27.921262041,8.3,9.2417061611,82.505494505,31.4
17173,17.263870676,4.2088329387,4.6012061338,7.1895424837,22.331436981,30.5,8.1,26.8,21.460104456,7,26.297891635,5.4919499106,46,46,12.9,94609,24239,19.011653,51.85227862,8.7,10.397387044,86.836229492,36.5
17175,18.388994718,4.4274346266,4.7583868999,7.1428571429,22.938282437,22.9,7.7,23.2,21.188830611,1,20.553359684,6.2440419447,41,43,17.4,94143,22308,18.568994889,40.733197556,8.5,8.5836909871,83.7000815,45
17177,17.389329022,4.0756221311,4.5041532276,9.0271691499,21.143428239,38.1,8.3,23.5,20.962191653,9,26.566087242,6.1893629456,37,51,18.4,92145,21499,37.192982456,127.64782999,8.8,12.47130834,77.752493464,27.1
17179,14.821938338,3.7945677321,4.3510579455,6.2703739214,19.483129817,30.4,8.2,25.8,21.513810317,7,20.151509497,5.0092519165,45,55,9.9,116244,30172,17.116938809,241.30028393,9.1,8.0913242009,87.060360259,24.1
17181,19.038375854,4.4581814314,4.7365870482,5.8139534884,22.560097491,31.4,7.6,24.9,21.261574577,9,26.153846154,7.129299218,45,52,24.7,93939,19872,23.572025634,211.999152,9,11.219147345,84.982486865,43.5
17183,21.074888405,4.7643225928,4.9209703088,10.783036619,24.112437293,43.2,7.6,29,19.667758724,22,45.401558378,6.6548672566,40,34,27,90236,20358,33.203125,704.73158584,8.7,11.848190081,84.350431757,23
17185,16.924024882,4.1587363205,4.5318499409,7.3881373569,21.089489839,28.2,8.5,20.7,21.994812776,2,32.434901782,6.4752930864,43,34,17.7,98856,20653,17.069368667,156.50812973,9,9.8677517803,84.574967161,25.9
17187,18.0267907,4.1870956109,4.4300204683,6.6621346023,20.81054078,37.9,8.6,30,20.618314087,5,18.905472637,7.2730116525,47,40,14.9,92839,24524,30.127863612,230.66408475,8.5,9.4117647059,79.200307574,21.6
17189,15.184716138,3.8098794076,4.3348942098,6.6726780884,19.783023881,30.5,8.9,27.3,22.696528511,14,21.59050018,4.7215714543,47,47,11.1,107614,29946,18.88368984,331.59127771,8.9,9.2451229856,84.997106481,35.1
17191,18.066500092,4.3253171156,4.6852250225,7.8431372549,22.673386732,28.6,7.7,24.5,21.285848,4,36.45200486,7.3661064866,40,43,22.5,88193,22649,18.198924731,283.06742151,8.8,9.3464511595,82.649842271,33.4
17193,18.057497829,4.376239401,4.7596853011,8.691588785,22.885442051,29.1,7.3,19.9,21.493850351,1,43.117088608,6.6774010229,38,43,20.5,89000,20706,19.966216216,278.35768963,8.9,9.8454027665,86.190394804,33.1
17195,17.412775224,4.1157293617,4.2548691429,6.0502283105,20.616816702,35.7,8.3,25.6,21.714216345,12,28.038938348,6.2773453691,43,48,16.8,98360,25235,21.513305547,190.9600245,8.9,9.65061781,83.798473518,18.9
17197,14.587701674,3.4243747056,3.7472138544,7.6007981026,15.798028688,34.2,9.1,21.3,22.024173326,96,11.852204035,6.0180120226,43,49,9,154470,39528,18.031325828,162.86176232,8,14.033617153,83.341784329,49.8
17199,17.389311125,4.1100180037,4.655517222,8.8246199481,21.392324568,29.2,8,27.2,22.002506206,18,28.318442884,6.213371266,43,42,18.4,102531,21642,28.626890069,63.022893066,9.2,11.411020104,84.640945818,26.6
17201,19.480455423,4.3301886532,4.5075223946,8.8770439243,20.924013772,29.6,7.8,24.8,18.577616669,58,27.923321672,7.9576619629,42,51,26.6,105232,22844,32.137730997,887.49641571,7.8,15.088654031,83.164905657,23
17203,13.429083427,3.4875404552,4.1153797507,6.1365885846,17.784604301,30.7,9.2,20.8,24.238854655,5,11.733333333,5.1321727917,48,47,6.9,137394,35683,14.20212766,73.28965868,8.9,8.2158817463,85.82604444,30.1
22000,21.423769458,4.3229398684,5.0119569865,10.700581001,21.087621243,36.3,5.2,28,19.724458226,1220,32.05126958,9.2871086774,42,44,26.4,106425,18603,35.218080492,540.50103404,8.7,15.848749313,82.645431943,33.7
22001,25.472696054,4.9811953338,5.6153292392,9.0702210663,27.429662249,40.7,7.3,31.7,19.006706091,19,43.819906555,9.7568931443,48,49,26.5,97084,16444,29.397354238,443.40685619,8.7,12.590959206,85.138866331,37.8
22003,24.447365377,4.8266496925,5.3035656306,9.3086308179,26.547742927,28.1,6.7,32.8,20.197979767,4,50.254323499,9.1945630195,35,33,26.1,94609,17720,21.28773338,124.36665131,8.5,11.869814933,85.964912281,40
22005,18.044324747,3.9357766707,4.7591044136,9.0474192195,19.872325986,35.4,7.9,24.7,20.476429651,41,21.285608387,6.549764602,45,50,12.9,144047,30454,23.916706789,337.42989494,10.1,11.077951534,86.418909687,50.3
22007,25.441480955,4.8796595366,5.4230098132,10.76056338,27.493654091,36.2,6.3,27.5,20.04618524,6,28.428093645,9.2587474435,41,49,25.1,105214,16243,47.452486858,318.59642997,9,11.136624569,86.546888694,51.3
22009,27.522322951,5.4406472948,5.8408888017,11.761575306,28.283363643,45.2,6.4,36.4,19.570693075,12,55.628194461,9.8734094829,38,41,34.2,89341,13956,38.076402623,584.49416793,8.8,14.438502674,84.161705662,39.5
22011,22.203195425,4.7376325031,5.0805040454,9.4490436768,24.570680977,37.7,6.6,33.3,20.980992938,6,40.555624457,9.6077391996,33,42,19.2,104562,20178,24.016991613,108.60898018,8.6,10.95684803,82.24579524,46.6
22013,28.575415085,5.3816688982,5.5422784662,13.854351687,28.218164594,46.5,5.8,26.7,17.058061299,4,45.849253213,7.8233256351,36,39,32.9,80980,11714,42.578125,409.69483478,9.4,12.328767123,88.767003072,54.3
22015,19.79108301,4.2610664802,4.8642722393,10.66098081,19.892262601,35.1,7.5,28,18.583093498,13,27.55511022,7.8669363902,46,49,25.6,107600,22386,32.010826302,480.06289658,9.9,15.143331948,87.098823731,22.6
22017,25.124774725,4.5440787896,5.2113950214,14.027073467,22.721905829,42.3,6.1,28.9,17.759085884,69,40.276200934,7.9159976553,43,45,35.8,94214,16568,43.612364813,687.63024056,10,17.556663412,85.69414253,19.1
22019,20.762536014,4.5741521893,4.9988093739,10.100465572,22.605899026,35.7,7.2,28.9,20.112067853,70,41.122715405,8.8429440332,43,43,26,109892,20805,33.747609943,625.73852581,7.6,13.34759497,85.729748013,21.1
22021,27.288172226,5.2726698627,5.6933194623,9.1954022989,28.507740387,42.5,7.1,28.5,19.061110487,3,52.935010482,10.711952972,34,29,28.3,87412,14135,28.252468871,221.20557036,8.6,12.364130435,89.347496206,34.9
22023,20.683564606,4.4693438063,5.2203055487,8.4168336673,24.289576782,39.1,8.3,24.7,22.583280897,3,24.62734932,9.7493517718,35,33,18.1,116261,27662,25.033025099,251.57232704,7.9,6.3314711359,89.012738854,48.3
22025,25.998767274,5.0611426801,5.4447074425,12.05510907,26.98369077,37.7,6.6,36.8,19.221525842,2,49.916805324,9.4600310165,34,30,34.3,105574,14275,36.577338975,377.43345252,8.3,12.550066756,88.709175739,30.2
22027,30.145564646,5.5483865778,5.4675985665,16.424682396,28.139784135,39.1,6.2,33.5,16.931299985,6,41.947565543,10.401586515,40,28,39.4,57886,11609,42.669432918,154.9648349,9.3,17.892976589,86.263189329,37.3
22029,29.566161573,5.507032284,5.7373136913,13.808463252,28.597614685,43,5.8,36.4,17.39073947,7,52.156958323,9.375,41,41,39.4,76933,14268,40.093438097,734.50954118,8.2,14.112903226,89.708890637,20.6
22031,25.681940834,4.8660629007,5.1596105275,11.688869789,26.239651972,43.3,6.5,29.7,17.917569985,4,33.946968417,10.182650451,45,36,24.3,102455,15672,38.222089195,448.14104456,9.4,13.068731849,83.795429,44.9
22033,19.088056119,3.8795967625,4.7829907976,11.68235406,19.408189103,34.1,7,26.9,18.110129453,95,25.776873952,8.8357868124,43,50,24.5,120227,21402,38.239869987,583.48048179,12.1,17.623661702,83.34427829,30
22035,40.514467564,6.694650897,6.236540984,16.056338028,34.305811285,47.1,4.2,19.8,14.101261324,0,62.713019768,7.3990571838,36,18,52,58543,7625,71.811023622,640.10895472,8.2,23.602484472,92.867867868,17
22037,24.592134796,4.7314818439,5.043328718,11.282410652,26.044644597,38.5,7.4,26.4,20.421097934,14,28.805336568,8.1517352704,39,44,23.8,108203,21068,33.084004603,431.48568948,9.3,10.564930301,86.743967408,54.6
22039,29.351829154,5.6480562289,5.6870451805,10.810014728,29.689665151,36.7,5.5,34.8,18.614391571,15,50.046216823,9.9604684671,43,50,33,74689,13688,36.99879952,190.58445901,8.7,16.177703269,85.567913127,31.8
22041,28.4847169,5.3731443211,5.6040857917,13.33676622,27.875116818,40.6,6.5,37,17.463406029,10,46.878573062,10.125319534,35,26,38.4,78748,12998,48.079161816,120.49705033,8.4,15.288713911,86.399634481,28.5
